,ChemicalName,ChemicalID,CasRN,DiseaseName,DiseaseID,DirectEvidence,InferenceGeneSymbol,InferenceScore,OmimIDs,PubMedIDs
5883496,Omeprazole,D009853,73590-58-6,Parkinson Disease,MESH:D010300,,NQO1,15.9,,17188257
5883497,Omeprazole,D009853,73590-58-6,Parkinson Disease,MESH:D010300,,RPS8,15.9,,18353766
5883498,Omeprazole,D009853,73590-58-6,Parkinson Disease,MESH:D010300,,TNF,15.9,,21318773
5884723,Omite,C002771,2312-35-8,Parkinson Disease,MESH:D010300,marker/mechanism,,,,20049211|23988235
5886030,ON 01910,C507134,,Parkinson Disease,MESH:D010300,,DDIT4,2.94,,17005863
5887430,onapristone,C053238,,Parkinson Disease,MESH:D010300,,TNF,2.98,,21318773
5887909,Ondansetron,D017294,99614-02-5,Parkinson Disease,MESH:D010300,,CYP2D6,3.05,,14991823|15174030
5888429,ONO 1301,C105488,176391-41-6,Parkinson Disease,MESH:D010300,,TNF,3.06,,21318773
5888943,ONO-8430506,C000592118,,Parkinson Disease,MESH:D010300,,TNF,2.98,,21318773
5889352,ONO-AE1-329,C461399,,Parkinson Disease,MESH:D010300,,TNF,3.16,,21318773
5889798,"O,O-diethyl dithiophosphate",C059015,298-06-6,Parkinson Disease,MESH:D010300,,TNF,3.9,,21318773
5892122,"O,O-diethyl O-3,5,6-trichloro-2-pyridyl phosphate",C009618,5598-15-2,Parkinson Disease,MESH:D010300,,ABCB1,18.06,,20558393
5892123,"O,O-diethyl O-3,5,6-trichloro-2-pyridyl phosphate",C009618,5598-15-2,Parkinson Disease,MESH:D010300,,AIF1,18.06,,19276553
5892124,"O,O-diethyl O-3,5,6-trichloro-2-pyridyl phosphate",C009618,5598-15-2,Parkinson Disease,MESH:D010300,,DDC,18.06,,11445284|2969953
5892125,"O,O-diethyl O-3,5,6-trichloro-2-pyridyl phosphate",C009618,5598-15-2,Parkinson Disease,MESH:D010300,,DNM1L,18.06,,28215578
5892126,"O,O-diethyl O-3,5,6-trichloro-2-pyridyl phosphate",C009618,5598-15-2,Parkinson Disease,MESH:D010300,,GSTA4,18.06,,16510128
5892127,"O,O-diethyl O-3,5,6-trichloro-2-pyridyl phosphate",C009618,5598-15-2,Parkinson Disease,MESH:D010300,,GSTP1,18.06,,17190945|23721876
5892128,"O,O-diethyl O-3,5,6-trichloro-2-pyridyl phosphate",C009618,5598-15-2,Parkinson Disease,MESH:D010300,,IL6,18.06,,21318773
5892129,"O,O-diethyl O-3,5,6-trichloro-2-pyridyl phosphate",C009618,5598-15-2,Parkinson Disease,MESH:D010300,,MAG,18.06,,19276553
5892130,"O,O-diethyl O-3,5,6-trichloro-2-pyridyl phosphate",C009618,5598-15-2,Parkinson Disease,MESH:D010300,,MAOA,18.06,,17449559
5892131,"O,O-diethyl O-3,5,6-trichloro-2-pyridyl phosphate",C009618,5598-15-2,Parkinson Disease,MESH:D010300,,MAPT,18.06,,19915575|20711177
5892132,"O,O-diethyl O-3,5,6-trichloro-2-pyridyl phosphate",C009618,5598-15-2,Parkinson Disease,MESH:D010300,,NQO1,18.06,,17188257
5892133,"O,O-diethyl O-3,5,6-trichloro-2-pyridyl phosphate",C009618,5598-15-2,Parkinson Disease,MESH:D010300,,SOD1,18.06,,15824117|16353238|21318773
5892134,"O,O-diethyl O-3,5,6-trichloro-2-pyridyl phosphate",C009618,5598-15-2,Parkinson Disease,MESH:D010300,,TNF,18.06,,21318773
5892844,"O,O-diisopropyl-S-benzylthiophosphate",C009897,26087-47-8,Parkinson Disease,MESH:D010300,,SOD1,3.73,,15824117|16353238|21318773
5892940,OPC 3911,C060853,76470-87-6,Parkinson Disease,MESH:D010300,,INS,4.46,,19276553
5896490,"o,p'-DDT",C016340,789-02-6,Parkinson Disease,MESH:D010300,,ABCB1,8.78,,20558393
5896491,"o,p'-DDT",C016340,789-02-6,Parkinson Disease,MESH:D010300,,HMOX1,8.78,,21318773
5896492,"o,p'-DDT",C016340,789-02-6,Parkinson Disease,MESH:D010300,,IL6,8.78,,21318773
5896493,"o,p'-DDT",C016340,789-02-6,Parkinson Disease,MESH:D010300,,NQO1,8.78,,17188257
5896494,"o,p'-DDT",C016340,789-02-6,Parkinson Disease,MESH:D010300,,RPL6,8.78,,18353766
5896495,"o,p'-DDT",C016340,789-02-6,Parkinson Disease,MESH:D010300,,RPS8,8.78,,18353766
5896496,"o,p'-DDT",C016340,789-02-6,Parkinson Disease,MESH:D010300,,SOD1,8.78,,15824117|16353238|21318773
5896497,"o,p'-DDT",C016340,789-02-6,Parkinson Disease,MESH:D010300,,SOD2,8.78,,17188257|18353766|25279756
5896498,"o,p'-DDT",C016340,789-02-6,Parkinson Disease,MESH:D010300,,TNF,8.78,,21318773
5897347,ophiobolin A,C040764,5/6/11,Parkinson Disease,MESH:D010300,,ABCB1,4.81,,20558393
5897813,ophiopogonin D,C046996,41753-55-3,Parkinson Disease,MESH:D010300,,HMOX1,6.79,,21318773
5897814,ophiopogonin D,C046996,41753-55-3,Parkinson Disease,MESH:D010300,,PINK1,6.79,,17010972|21366594|22043175|24374061|25149416|30734931
5898602,o-Phthalaldehyde,D009764,643-79-8,Parkinson Disease,MESH:D010300,,CYP2E1,4.66,,16510128
5898603,o-Phthalaldehyde,D009764,643-79-8,Parkinson Disease,MESH:D010300,,TNF,4.66,,21318773
5898981,OR 1958,C502618,,Parkinson Disease,MESH:D010300,,TNF,4.24,,21318773
5899636,orazipone,C502617,,Parkinson Disease,MESH:D010300,,TNF,3.36,,21318773
5900082,oren gedoku to,C061676,,Parkinson Disease,MESH:D010300,,PINK1,7.84,,17010972|21366594|22043175|24374061|25149416|30734931
5900083,oren gedoku to,C061676,,Parkinson Disease,MESH:D010300,,PRKN,7.84,,12588799|15198987|15882845|16573651|17010972|19946270|22043175|22841634|23628791|24582596|25149416|25631236|28284907
5900965,Organic Chemicals,D009930,,Parkinson Disease,MESH:D010300,,HMOX1,5.5,,21318773
5900966,Organic Chemicals,D009930,,Parkinson Disease,MESH:D010300,,TNF,5.5,,21318773
5901960,Organometallic Compounds,D009942,,Parkinson Disease,MESH:D010300,,GPX1,4.9,,15824117
5901961,Organometallic Compounds,D009942,,Parkinson Disease,MESH:D010300,,HMOX1,4.9,,21318773
5902448,Organophosphates,D010755,,Parkinson Disease,MESH:D010300,marker/mechanism,,,,24057998
5902449,Organophosphates,D010755,,Parkinson Disease,MESH:D010300,,GSTM1,3.29,,17449559
5902762,Organophosphorus Compounds,D009943,,Parkinson Disease,MESH:D010300,marker/mechanism,,,,24057998|28779877
5902763,Organophosphorus Compounds,D009943,,Parkinson Disease,MESH:D010300,,ABCB1,2.94,,20558393
5904077,Organoselenium Compounds,D016566,,Parkinson Disease,MESH:D010300,,GPX1,8.56,,15824117
5904078,Organoselenium Compounds,D016566,,Parkinson Disease,MESH:D010300,,HMOX1,8.56,,21318773
5904079,Organoselenium Compounds,D016566,,Parkinson Disease,MESH:D010300,,HSPA1A,8.56,,15585408
5904080,Organoselenium Compounds,D016566,,Parkinson Disease,MESH:D010300,,TNF,8.56,,21318773
5904608,Organothiophosphates,D063086,,Parkinson Disease,MESH:D010300,marker/mechanism,,,,24057998
5906458,oridonin,C011959,28957-04-2,Parkinson Disease,MESH:D010300,,HMOX1,11.36,,21318773
5906459,oridonin,C011959,28957-04-2,Parkinson Disease,MESH:D010300,,IL6,11.36,,21318773
5906460,oridonin,C011959,28957-04-2,Parkinson Disease,MESH:D010300,,TH,11.36,,30236862
5906461,oridonin,C011959,28957-04-2,Parkinson Disease,MESH:D010300,,TNF,11.36,,21318773
5906905,orientin,C065886,,Parkinson Disease,MESH:D010300,,INSR,8.43,,19276553
5906906,orientin,C065886,,Parkinson Disease,MESH:D010300,,PPARGC1A,8.43,,30236862
5906967,origamicin,C515679,,Parkinson Disease,MESH:D010300,,NQO1,4,,17188257
5908974,Orlistat,D000077403,96829-58-2,Parkinson Disease,MESH:D010300,,DDIT4,8.11,,17005863
5908975,Orlistat,D000077403,96829-58-2,Parkinson Disease,MESH:D010300,,GPX1,8.11,,15824117
5908976,Orlistat,D000077403,96829-58-2,Parkinson Disease,MESH:D010300,,IL6,8.11,,21318773
5908977,Orlistat,D000077403,96829-58-2,Parkinson Disease,MESH:D010300,,INS,8.11,,19276553
5908978,Orlistat,D000077403,96829-58-2,Parkinson Disease,MESH:D010300,,TNF,8.11,,21318773
5910183,ormosil,C510784,,Parkinson Disease,MESH:D010300,,DDIT4,3.95,,17005863
5910184,ormosil,C510784,,Parkinson Disease,MESH:D010300,,FGB,3.95,,23233872
5910784,Orotic Acid,D009963,65-86-1,Parkinson Disease,MESH:D010300,,EDN1,6.32,,19276553
5910785,Orotic Acid,D009963,65-86-1,Parkinson Disease,MESH:D010300,,INS,6.32,,19276553
5912021,Orphenadrine,D009966,83-98-7,Parkinson Disease,MESH:D010300,therapeutic,,,,11599527|3002197
5912022,Orphenadrine,D009966,83-98-7,Parkinson Disease,MESH:D010300,,CYP2E1,4.18,,16510128
5912023,Orphenadrine,D009966,83-98-7,Parkinson Disease,MESH:D010300,,GSTP1,4.18,,17190945|23721876
5912024,Orphenadrine,D009966,83-98-7,Parkinson Disease,MESH:D010300,,HGF,4.18,,16791285
5912025,Orphenadrine,D009966,83-98-7,Parkinson Disease,MESH:D010300,,HSPA1A,4.18,,15585408
5912026,Orphenadrine,D009966,83-98-7,Parkinson Disease,MESH:D010300,,TRPM2,4.18,,27957685
5913470,Oseltamivir,D053139,,Parkinson Disease,MESH:D010300,,IL6,3.28,,21318773
5914050,osimertinib,C000596361,,Parkinson Disease,MESH:D010300,,IL6,2.78,,21318773
5914352,Ospemifene,C119141,,Parkinson Disease,MESH:D010300,,IL6,3.48,,21318773
5915144,osteum,C013173,143-19-1,Parkinson Disease,MESH:D010300,,INS,8.54,,19276553
5915145,osteum,C013173,143-19-1,Parkinson Disease,MESH:D010300,,SOD2,8.54,,17188257|18353766|25279756
5915146,osteum,C013173,143-19-1,Parkinson Disease,MESH:D010300,,TNF,8.54,,21318773
5918940,Ouabain,D010042,630-60-4,Parkinson Disease,MESH:D010300,,ABCB1,12.89,,20558393
5918941,Ouabain,D010042,630-60-4,Parkinson Disease,MESH:D010300,,BDNF,12.89,,19276553
5918942,Ouabain,D010042,630-60-4,Parkinson Disease,MESH:D010300,,DRD1,12.89,,8558425
5918943,Ouabain,D010042,630-60-4,Parkinson Disease,MESH:D010300,,EDN1,12.89,,19276553
5918944,Ouabain,D010042,630-60-4,Parkinson Disease,MESH:D010300,,HGF,12.89,,16791285
5918945,Ouabain,D010042,630-60-4,Parkinson Disease,MESH:D010300,,IL6,12.89,,21318773
5918946,Ouabain,D010042,630-60-4,Parkinson Disease,MESH:D010300,,NOS1,12.89,,26383258
5918947,Ouabain,D010042,630-60-4,Parkinson Disease,MESH:D010300,,PARK7,12.89,,15784737|17010972|20423725|20800516|22043175|22898350|23037695|23792957|25149416
5923406,Ovalbumin,D010047,9006-59-1,Parkinson Disease,MESH:D010300,,BST1,4.27,,19915576
5923407,Ovalbumin,D010047,9006-59-1,Parkinson Disease,MESH:D010300,,HFE,4.27,,16824219
5923408,Ovalbumin,D010047,9006-59-1,Parkinson Disease,MESH:D010300,,IGF1R,4.27,,19276553
5923409,Ovalbumin,D010047,9006-59-1,Parkinson Disease,MESH:D010300,,IL6,4.27,,21318773
5923410,Ovalbumin,D010047,9006-59-1,Parkinson Disease,MESH:D010300,,INSR,4.27,,19276553
5923411,Ovalbumin,D010047,9006-59-1,Parkinson Disease,MESH:D010300,,TNF,4.27,,21318773
5925016,ovalbumin-alum,C446402,,Parkinson Disease,MESH:D010300,,IL6,2.64,,21318773
5925685,Oxadiazoles,D010069,,Parkinson Disease,MESH:D010300,,NQO1,2.79,,17188257
5926306,oxadiazon,C012466,19666-30-9,Parkinson Disease,MESH:D010300,,ALDH2,5.19,,24491970
5926307,oxadiazon,C012466,19666-30-9,Parkinson Disease,MESH:D010300,,BDNF,5.19,,19276553
5926543,Oxalates,D010070,,Parkinson Disease,MESH:D010300,,NGF,3.98,,19276553
5934450,Oxaliplatin,D000077150,,Parkinson Disease,MESH:D010300,,AIF1,6.57,,19276553
5934451,Oxaliplatin,D000077150,,Parkinson Disease,MESH:D010300,,BDNF,6.57,,19276553
5934452,Oxaliplatin,D000077150,,Parkinson Disease,MESH:D010300,,DDIT4,6.57,,17005863
5934453,Oxaliplatin,D000077150,,Parkinson Disease,MESH:D010300,,GFAP,6.57,,19276553
5934454,Oxaliplatin,D000077150,,Parkinson Disease,MESH:D010300,,GSTA4,6.57,,16510128
5934455,Oxaliplatin,D000077150,,Parkinson Disease,MESH:D010300,,GSTP1,6.57,,17190945|23721876
5934456,Oxaliplatin,D000077150,,Parkinson Disease,MESH:D010300,,HMOX1,6.57,,21318773
5934457,Oxaliplatin,D000077150,,Parkinson Disease,MESH:D010300,,HSPA1A,6.57,,15585408
5934458,Oxaliplatin,D000077150,,Parkinson Disease,MESH:D010300,,IGF2,6.57,,19276553
5934459,Oxaliplatin,D000077150,,Parkinson Disease,MESH:D010300,,IL6,6.57,,21318773
5934460,Oxaliplatin,D000077150,,Parkinson Disease,MESH:D010300,,MAOB,6.57,,21318773
5934461,Oxaliplatin,D000077150,,Parkinson Disease,MESH:D010300,,MAP2,6.57,,30236862
5934462,Oxaliplatin,D000077150,,Parkinson Disease,MESH:D010300,,MAPT,6.57,,19915575|20711177
5934463,Oxaliplatin,D000077150,,Parkinson Disease,MESH:D010300,,NCAPG2,6.57,,25475535
5934464,Oxaliplatin,D000077150,,Parkinson Disease,MESH:D010300,,NECTIN2,6.57,,25475535
5934465,Oxaliplatin,D000077150,,Parkinson Disease,MESH:D010300,,NGF,6.57,,19276553
5934466,Oxaliplatin,D000077150,,Parkinson Disease,MESH:D010300,,NQO1,6.57,,17188257
5934467,Oxaliplatin,D000077150,,Parkinson Disease,MESH:D010300,,SLC18A2,6.57,,16112329|34774656
5934468,Oxaliplatin,D000077150,,Parkinson Disease,MESH:D010300,,SOD2,6.57,,17188257|18353766|25279756
5934469,Oxaliplatin,D000077150,,Parkinson Disease,MESH:D010300,,TNF,6.57,,21318773
5936345,Oxaloacetic Acid,D062907,328-42-7,Parkinson Disease,MESH:D010300,,PPARGC1A,3.91,,30236862
5937368,oxatomide,C015408,60607-34-3,Parkinson Disease,MESH:D010300,,CYP2D6,4.4,,14991823|15174030
5940077,Oxazolone,D010081,15646-46-5,Parkinson Disease,MESH:D010300,,GSTM1,3.54,,17449559
5940078,Oxazolone,D010081,15646-46-5,Parkinson Disease,MESH:D010300,,HMOX1,3.54,,21318773
5940079,Oxazolone,D010081,15646-46-5,Parkinson Disease,MESH:D010300,,IL6,3.54,,21318773
5940080,Oxazolone,D010081,15646-46-5,Parkinson Disease,MESH:D010300,,TNF,3.54,,21318773
5941257,oxfendazole,C011030,53716-50-0,Parkinson Disease,MESH:D010300,,GSTM1,6.08,,17449559
5941258,oxfendazole,C011030,53716-50-0,Parkinson Disease,MESH:D010300,,NQO1,6.08,,17188257
5941573,oxibendazole,C011321,20559-55-1,Parkinson Disease,MESH:D010300,,GSTP1,7.55,,17190945|23721876
5941574,oxibendazole,C011321,20559-55-1,Parkinson Disease,MESH:D010300,,TNF,7.55,,21318773
5941729,oxiconazole,C022155,64211-45-6,Parkinson Disease,MESH:D010300,,GSTP1,3.91,,17190945|23721876
5941887,Oxidants,D016877,,Parkinson Disease,MESH:D010300,,SOD2,3.61,,17188257|18353766|25279756
5942882,oxidized-L-alpha-1-palmitoyl-2-arachidonoyl-sn-glycero-3-phosphorylcholine,C472349,,Parkinson Disease,MESH:D010300,,HMOX1,8.62,,21318773
5942883,oxidized-L-alpha-1-palmitoyl-2-arachidonoyl-sn-glycero-3-phosphorylcholine,C472349,,Parkinson Disease,MESH:D010300,,HSPA1A,8.62,,15585408
5942884,oxidized-L-alpha-1-palmitoyl-2-arachidonoyl-sn-glycero-3-phosphorylcholine,C472349,,Parkinson Disease,MESH:D010300,,NQO1,8.62,,17188257
5942885,oxidized-L-alpha-1-palmitoyl-2-arachidonoyl-sn-glycero-3-phosphorylcholine,C472349,,Parkinson Disease,MESH:D010300,,SOD1,8.62,,15824117|16353238|21318773
5942886,oxidized-L-alpha-1-palmitoyl-2-arachidonoyl-sn-glycero-3-phosphorylcholine,C472349,,Parkinson Disease,MESH:D010300,,TNF,8.62,,21318773
5945815,Oxidopamine,D016627,1199-18-4,Parkinson Disease,MESH:D010300,marker/mechanism,,,,17532790|18492290|18847536|19558709|21892157
5945816,Oxidopamine,D016627,1199-18-4,Parkinson Disease,MESH:D010300,,BDNF,67.93,,19276553
5945817,Oxidopamine,D016627,1199-18-4,Parkinson Disease,MESH:D010300,,DDC,67.93,,11445284|2969953
5945818,Oxidopamine,D016627,1199-18-4,Parkinson Disease,MESH:D010300,,DDIT4,67.93,,17005863
5945819,Oxidopamine,D016627,1199-18-4,Parkinson Disease,MESH:D010300,,DNM1L,67.93,,28215578
5945820,Oxidopamine,D016627,1199-18-4,Parkinson Disease,MESH:D010300,,DRD1,67.93,,8558425
5945821,Oxidopamine,D016627,1199-18-4,Parkinson Disease,MESH:D010300,,DRD2,67.93,,8558425
5945822,Oxidopamine,D016627,1199-18-4,Parkinson Disease,MESH:D010300,,GDNF,67.93,,11031079|16324109
5945823,Oxidopamine,D016627,1199-18-4,Parkinson Disease,MESH:D010300,,GFAP,67.93,,19276553
5945824,Oxidopamine,D016627,1199-18-4,Parkinson Disease,MESH:D010300,,GSTP1,67.93,,17190945|23721876
5945825,Oxidopamine,D016627,1199-18-4,Parkinson Disease,MESH:D010300,,HMOX1,67.93,,21318773
5945826,Oxidopamine,D016627,1199-18-4,Parkinson Disease,MESH:D010300,,IL6,67.93,,21318773
5945827,Oxidopamine,D016627,1199-18-4,Parkinson Disease,MESH:D010300,,MAPT,67.93,,19915575|20711177
5945828,Oxidopamine,D016627,1199-18-4,Parkinson Disease,MESH:D010300,,NGF,67.93,,19276553
5945829,Oxidopamine,D016627,1199-18-4,Parkinson Disease,MESH:D010300,,NOS1,67.93,,26383258
5945830,Oxidopamine,D016627,1199-18-4,Parkinson Disease,MESH:D010300,,NQO1,67.93,,17188257
5945831,Oxidopamine,D016627,1199-18-4,Parkinson Disease,MESH:D010300,,PARK7,67.93,,15784737|17010972|20423725|20800516|22043175|22898350|23037695|23792957|25149416
5945832,Oxidopamine,D016627,1199-18-4,Parkinson Disease,MESH:D010300,,PINK1,67.93,,17010972|21366594|22043175|24374061|25149416|30734931
5945833,Oxidopamine,D016627,1199-18-4,Parkinson Disease,MESH:D010300,,PPARGC1A,67.93,,30236862
5945834,Oxidopamine,D016627,1199-18-4,Parkinson Disease,MESH:D010300,,PRKN,67.93,,12588799|15198987|15882845|16573651|17010972|19946270|22043175|22841634|23628791|24582596|25149416|25631236|28284907
5945835,Oxidopamine,D016627,1199-18-4,Parkinson Disease,MESH:D010300,,SLC18A2,67.93,,16112329|34774656
5945836,Oxidopamine,D016627,1199-18-4,Parkinson Disease,MESH:D010300,,SLC6A3,67.93,,16112329|16963468|19590691|9763484
5945837,Oxidopamine,D016627,1199-18-4,Parkinson Disease,MESH:D010300,,SNCA,67.93,,11535288|12151787|12732244|12885775|14535945|15099020|17131421|17690948|18322262|18353766|18841091|19915575|19915576|20664293|20711177|21245015|21892157|22043175|22110584|22166454|22185909|22355530|24509835|24833599|25064009|25106480|25149416|25475535|25631236
5945838,Oxidopamine,D016627,1199-18-4,Parkinson Disease,MESH:D010300,,SOD1,67.93,,15824117|16353238|21318773
5945839,Oxidopamine,D016627,1199-18-4,Parkinson Disease,MESH:D010300,,SOD2,67.93,,17188257|18353766|25279756
5945840,Oxidopamine,D016627,1199-18-4,Parkinson Disease,MESH:D010300,,TH,67.93,,30236862
5945841,Oxidopamine,D016627,1199-18-4,Parkinson Disease,MESH:D010300,,TNF,67.93,,21318773
5946683,oxilofrine,C026055,,Parkinson Disease,MESH:D010300,,HGF,4.57,,16791285
5948874,oxophenylarsine,C029341,637-03-6,Parkinson Disease,MESH:D010300,,GSTP1,22.45,,17190945|23721876
5948875,oxophenylarsine,C029341,637-03-6,Parkinson Disease,MESH:D010300,,HMOX1,22.45,,21318773
5948876,oxophenylarsine,C029341,637-03-6,Parkinson Disease,MESH:D010300,,IGF2,22.45,,19276553
5948877,oxophenylarsine,C029341,637-03-6,Parkinson Disease,MESH:D010300,,IL6,22.45,,21318773
5948878,oxophenylarsine,C029341,637-03-6,Parkinson Disease,MESH:D010300,,INS,22.45,,19276553
5948879,oxophenylarsine,C029341,637-03-6,Parkinson Disease,MESH:D010300,,INSR,22.45,,19276553
5948880,oxophenylarsine,C029341,637-03-6,Parkinson Disease,MESH:D010300,,MAPT,22.45,,19915575|20711177
5948881,oxophenylarsine,C029341,637-03-6,Parkinson Disease,MESH:D010300,,NQO1,22.45,,17188257
5948882,oxophenylarsine,C029341,637-03-6,Parkinson Disease,MESH:D010300,,TNF,22.45,,21318773
5949540,Oxotremorine,D010095,70-22-4,Parkinson Disease,MESH:D010300,,EDN1,3.39,,19276553
5950125,OXT-328,C553002,,Parkinson Disease,MESH:D010300,,IL6,3.57,,21318773
5951298,oxybenzone,C005290,131-57-7,Parkinson Disease,MESH:D010300,,ABCB1,6.26,,20558393
5951299,oxybenzone,C005290,131-57-7,Parkinson Disease,MESH:D010300,,AIF1,6.26,,19276553
5951300,oxybenzone,C005290,131-57-7,Parkinson Disease,MESH:D010300,,GSTM1,6.26,,17449559
5951301,oxybenzone,C005290,131-57-7,Parkinson Disease,MESH:D010300,,GSTP1,6.26,,17190945|23721876
5951302,oxybenzone,C005290,131-57-7,Parkinson Disease,MESH:D010300,,INS,6.26,,19276553
5951667,oxybutynin,C005419,5633-20-5,Parkinson Disease,MESH:D010300,,DRD2,3.57,,8558425
5952630,Oxycodone,D010098,76-42-6,Parkinson Disease,MESH:D010300,,CYP2D6,3.18,,14991823|15174030
5952631,Oxycodone,D010098,76-42-6,Parkinson Disease,MESH:D010300,,CYP2E1,3.18,,16510128
5966211,Oxygen,D010100,7782-44-7,Parkinson Disease,MESH:D010300,,ABCB1,21.92,,20558393
5966212,Oxygen,D010100,7782-44-7,Parkinson Disease,MESH:D010300,,ADARB2,21.92,,25475535
5966213,Oxygen,D010100,7782-44-7,Parkinson Disease,MESH:D010300,,BDNF,21.92,,19276553
5966214,Oxygen,D010100,7782-44-7,Parkinson Disease,MESH:D010300,,CP,21.92,,19159062|25758665
5966215,Oxygen,D010100,7782-44-7,Parkinson Disease,MESH:D010300,,CYP2D6,21.92,,14991823|15174030
5966216,Oxygen,D010100,7782-44-7,Parkinson Disease,MESH:D010300,,CYP2E1,21.92,,16510128
5966217,Oxygen,D010100,7782-44-7,Parkinson Disease,MESH:D010300,,DDC,21.92,,11445284|2969953
5966218,Oxygen,D010100,7782-44-7,Parkinson Disease,MESH:D010300,,DDIT4,21.92,,17005863
5966219,Oxygen,D010100,7782-44-7,Parkinson Disease,MESH:D010300,,DNM1L,21.92,,28215578
5966220,Oxygen,D010100,7782-44-7,Parkinson Disease,MESH:D010300,,DRD1,21.92,,8558425
5966221,Oxygen,D010100,7782-44-7,Parkinson Disease,MESH:D010300,,EDN1,21.92,,19276553
5966222,Oxygen,D010100,7782-44-7,Parkinson Disease,MESH:D010300,,ENO2,21.92,,30236862
5966223,Oxygen,D010100,7782-44-7,Parkinson Disease,MESH:D010300,,FGB,21.92,,23233872
5966224,Oxygen,D010100,7782-44-7,Parkinson Disease,MESH:D010300,,GDNF,21.92,,11031079|16324109
5966225,Oxygen,D010100,7782-44-7,Parkinson Disease,MESH:D010300,,GFAP,21.92,,19276553
5966226,Oxygen,D010100,7782-44-7,Parkinson Disease,MESH:D010300,,GPX1,21.92,,15824117
5966227,Oxygen,D010100,7782-44-7,Parkinson Disease,MESH:D010300,,GSTM1,21.92,,17449559
5966228,Oxygen,D010100,7782-44-7,Parkinson Disease,MESH:D010300,,GSTP1,21.92,,17190945|23721876
5966229,Oxygen,D010100,7782-44-7,Parkinson Disease,MESH:D010300,,HGF,21.92,,16791285
5966230,Oxygen,D010100,7782-44-7,Parkinson Disease,MESH:D010300,,HMOX1,21.92,,21318773
5966231,Oxygen,D010100,7782-44-7,Parkinson Disease,MESH:D010300,,HSPA1A,21.92,,15585408
5966232,Oxygen,D010100,7782-44-7,Parkinson Disease,MESH:D010300,,HSPA9,21.92,,16565515
5966233,Oxygen,D010100,7782-44-7,Parkinson Disease,MESH:D010300,,IGF1R,21.92,,19276553
5966234,Oxygen,D010100,7782-44-7,Parkinson Disease,MESH:D010300,,IGF2,21.92,,19276553
5966235,Oxygen,D010100,7782-44-7,Parkinson Disease,MESH:D010300,,IL6,21.92,,21318773
5966236,Oxygen,D010100,7782-44-7,Parkinson Disease,MESH:D010300,,INSR,21.92,,19276553
5966237,Oxygen,D010100,7782-44-7,Parkinson Disease,MESH:D010300,,LRRK2,21.92,,17388990|19915575|19915576|20205471|22043175|23017109|23472874|23628791|25149416|25475535|25631236
5966238,Oxygen,D010100,7782-44-7,Parkinson Disease,MESH:D010300,,MAG,21.92,,19276553
5966239,Oxygen,D010100,7782-44-7,Parkinson Disease,MESH:D010300,,MAOA,21.92,,17449559
